Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Phagosome	26/152	1.151481e-08	3.258692e-06	0	0	4.245411e+00	7.760454e+01	SCARB1;COLEC11;TUBAL3;ITGB2;THBS2;CTSS;C3;ATP6V0A4;CD36;NOS1;ATP6V1G3;ATP6V0E2;HLA-DQA1;ATP6V1C2;MSR1;HLA-DRB4;TAP1;HLA-F;HLA-G;TUBB2B;HLA-DPB1;ITGA5;PLA2R1;ATP6V0D2;ATP6V1B1;HLA-DQB1
KEGG_2019_Human	Cell adhesion molecules (CAMs)	24/145	8.010019e-08	1.133418e-05	0	0	4.073000e+00	6.655277e+01	NTNG1;HLA-DRB4;ITGA4;ITGB2;NRXN3;VTCN1;HLA-F;HLA-G;IGSF11;CLDN10;CDH4;VCAN;CDH3;PTPRC;CD8A;CLDN8;CNTN1;CLDN19;PECAM1;HLA-DPB1;CLDN16;ICOS;HLA-DQA1;HLA-DQB1
KEGG_2019_Human	PPAR signaling pathway	16/74	2.810085e-07	2.077568e-05	0	0	5.634705e+00	8.499886e+01	GK;MMP1;CYP4A11;APOC3;CYP8B1;FABP1;ACOX2;FABP6;PLIN2;CD36;ANGPTL4;ACAA1;PCK1;SLC27A2;ACSBG2;PCK2
KEGG_2019_Human	Arginine and proline metabolism	13/49	2.936492e-07	2.077568e-05	0	0	7.360784e+00	1.107127e+02	ARG2;OAT;SAT2;HOGA1;PRODH2;CNDP1;AGMAT;ALDH4A1;GATM;DAO;ALDH1B1;P4HA3;NOS1
KEGG_2019_Human	Complement and coagulation cascades	16/79	7.216222e-07	4.084381e-05	0	0	5.186141e+00	7.334118e+01	C1QB;C1QA;CR2;VWF;SERPINC1;SERPINE1;ITGB2;F11;PLG;KNG1;SERPINA5;C3;PROCR;PROC;C7;C1QC
KEGG_2019_Human	Protein digestion and absorption	17/90	9.240218e-07	4.358303e-05	0	0	4.758055e+00	6.611094e+01	CPA3;SLC6A19;COL15A1;MME;KCNE3;SLC16A10;COL1A1;SLC7A7;COL1A2;SLC7A8;SLC7A9;COL4A1;XPNPEP2;COL5A3;COL5A2;COL4A6;COL21A1
KEGG_2019_Human	Glycine, serine and threonine metabolism	11/40	1.635091e-06	6.610439e-05	0	0	7.718053e+00	1.028339e+02	GATM;BHMT;DAO;GLDC;AGXT2;PSAT1;GLYCTK;CTH;CHDH;PIPOX;AGXT
KEGG_2019_Human	PI3K-Akt signaling pathway	38/354	2.251674e-06	7.965298e-05	0	0	2.481612e+00	3.227048e+01	FLT1;LAMA4;TGFA;FGF1;THBS2;AREG;EGFR;GNGT1;CCND2;CCND1;FGF9;IBSP;ERBB4;PDGFD;KDR;PCK1;PCK2;PDGFRB;NGFR;PDGFRA;G6PC;ANGPT2;ITGA4;VWF;BDNF;EGF;PRLR;VEGFA;COL1A1;COL1A2;LPAR5;COL4A1;DDIT4;IL3RA;IL2RB;COL4A6;ITGA5;FGF10
KEGG_2019_Human	Glycolysis / Gluconeogenesis	14/68	2.884974e-06	9.071641e-05	0	0	5.285328e+00	6.741962e+01	G6PC;ADH1C;PKLR;ADH1B;ENO2;ADH6;ALDH1B1;ALDOC;GALM;ALDOB;PCK1;FBP1;PFKP;PCK2
KEGG_2019_Human	Rheumatoid arthritis	15/91	2.242398e-05	6.216011e-04	0	0	4.023263e+00	4.307056e+01	FLT1;HLA-DRB4;MMP1;ITGB2;VEGFA;CCL5;HLA-DPB1;ATP6V0A4;ATP6V1G3;ATP6V0E2;ATP6V0D2;HLA-DQA1;HLA-DQB1;ATP6V1B1;ATP6V1C2
KEGG_2019_Human	Collecting duct acid secretion	8/27	2.416117e-05	6.216011e-04	0	0	8.544496e+00	9.083451e+01	CLCNKB;SLC4A1;ATP6V0A4;ATP6V1G3;ATP6V0E2;ATP6V0D2;ATP6V1C2;ATP6V1B1
KEGG_2019_Human	Fatty acid degradation	10/44	3.054950e-05	7.204591e-04	0	0	5.976621e+00	6.213393e+01	ECHS1;ADH1C;ALDH1B1;ADH1B;CYP4A11;HADH;ACAA1;ACADSB;ACSBG2;ADH6
KEGG_2019_Human	Glyoxylate and dicarboxylate metabolism	8/30	5.613498e-05	1.222015e-03	0	0	7.378174e+00	7.221573e+01	GLDC;GLYCTK;PCCB;HAO1;ACO1;HOGA1;AGXT;HAO2
KEGG_2019_Human	Valine, leucine and isoleucine degradation	10/48	6.782770e-05	1.301748e-03	0	0	5.346379e+00	5.131743e+01	ALDH6A1;ECHS1;ALDH1B1;AGXT2;PCCB;AOX1;ABAT;HADH;ACAA1;ACADSB
KEGG_2019_Human	Focal adhesion	23/199	7.115598e-05	1.301748e-03	0	0	2.672818e+00	2.552712e+01	PDGFRB;PDGFRA;FLT1;ITGA4;VWF;CAV2;EGF;CAV1;LAMA4;THBS2;EGFR;VEGFA;COL1A1;COL1A2;CCND2;CCND1;IBSP;COL4A1;PDGFD;KDR;COL4A6;PAK6;ITGA5
KEGG_2019_Human	Staphylococcus aureus infection	12/68	7.359704e-05	1.301748e-03	0	0	4.358672e+00	4.148107e+01	C1QB;C3;C1QA;HLA-DRB4;ITGB2;HLA-DPB1;DEFB1;FPR3;PLG;HLA-DQA1;HLA-DQB1;C1QC
KEGG_2019_Human	Pentose phosphate pathway	7/30	4.050828e-04	6.743438e-03	0	0	6.168310e+00	4.818326e+01	GLYCTK;RGN;IDNK;ALDOC;ALDOB;FBP1;PFKP
KEGG_2019_Human	ECM-receptor interaction	12/82	4.566292e-04	7.179226e-03	0	0	3.484368e+00	2.680050e+01	COL1A1;COL1A2;IBSP;ITGA4;VWF;COL4A1;LAMA4;COL4A6;CD36;ITGA5;THBS2;HSPG2
KEGG_2019_Human	Drug metabolism	14/108	5.669021e-04	8.443858e-03	0	0	3.029860e+00	2.264919e+01	GSTM3;ADH1C;ADH1B;DPYS;UGT2B17;UGT2B28;FMO1;FMO4;FMO5;ADH6;CYP2B6;AOX1;UPP2;CYP2E1
KEGG_2019_Human	Hematopoietic cell lineage	13/97	6.401530e-04	9.058165e-03	0	0	3.146660e+00	2.313992e+01	CR2;HLA-DRB4;ITGA4;MME;CD1D;CD8A;IL3RA;HLA-DPB1;CD36;ITGA5;HLA-DQA1;CD33;HLA-DQB1
KEGG_2019_Human	Alanine, aspartate and glutamate metabolism	7/35	1.088883e-03	1.467399e-02	0	0	5.065495e+00	3.455986e+01	ALDH4A1;AGXT2;GPT2;ADSSL1;ABAT;AGXT;ASS1
KEGG_2019_Human	Retinol metabolism	10/67	1.142778e-03	1.470028e-02	0	0	3.560691e+00	2.412117e+01	CYP2B6;ADH1C;RDH12;ADH1B;ALDH1A2;CYP4A11;AOX1;UGT2B17;UGT2B28;ADH6
KEGG_2019_Human	Tyrosine metabolism	7/36	1.297273e-03	1.596209e-02	0	0	4.890566e+00	3.250999e+01	DDC;ADH1C;ADH1B;TYRP1;AOX1;HPD;ADH6
KEGG_2019_Human	Parathyroid hormone synthesis, secretion and action	13/106	1.480184e-03	1.723669e-02	0	0	2.840796e+00	1.850946e+01	SLC34A3;GCM1;KL;CASR;MEF2C;VDR;SLC34A1;GATA3;PTH1R;ADCY8;EGFR;CYP27B1;SOST
KEGG_2019_Human	Butanoate metabolism	6/28	1.695628e-03	1.723669e-02	0	0	5.521857e+00	3.522780e+01	ECHS1;BDH2;ACSM3;BDH1;ABAT;HADH
KEGG_2019_Human	Cytokine-cytokine receptor interaction	26/294	1.696128e-03	1.723669e-02	0	0	1.981003e+00	1.263762e+01	CX3CR1;CCL11;IL20RB;CXCR4;CXCR1;CCL5;CCL4;CCR6;CCR5;CCL18;TNFRSF4;NGFR;TNFSF15;CD70;IL10RA;TNFRSF9;INHBB;INHBA;PRLR;IL17RB;CXCL10;CXCL11;IL3RA;IL2RB;BMPR1B;CCL28
KEGG_2019_Human	Intestinal immune network for IgA production	8/48	1.703866e-03	1.723669e-02	0	0	4.054158e+00	2.584467e+01	HLA-DRB4;ITGA4;HLA-DPB1;CXCR4;ICOS;CCL28;HLA-DQA1;HLA-DQB1
KEGG_2019_Human	Viral myocarditis	9/59	1.705397e-03	1.723669e-02	0	0	3.650715e+00	2.326950e+01	HLA-DRB4;CCND1;CAV1;ITGB2;HLA-DPB1;HLA-F;HLA-G;HLA-DQA1;HLA-DQB1
KEGG_2019_Human	Melanoma	10/72	1.998484e-03	1.937675e-02	0	0	3.272677e+00	2.034089e+01	PDGFRB;PDGFRA;CCND1;FGF9;EGF;PDGFD;FGF1;EGFR;DDB2;FGF10
KEGG_2019_Human	Pyruvate metabolism	7/39	2.113364e-03	1.937675e-02	0	0	4.431376e+00	2.729495e+01	PC;ALDH1B1;PKLR;LDHD;ACOT12;PCK1;PCK2
KEGG_2019_Human	Human papillomavirus infection	28/330	2.122541e-03	1.937675e-02	0	0	1.893895e+00	1.165719e+01	LAMA4;THBS2;EGFR;CCND2;HEY1;CCND1;IBSP;ATP6V0A4;ATP6V1G3;ATP6V0E2;ATP6V1C2;HES4;PDGFRB;ITGA4;VWF;EGF;HLA-F;HLA-G;VEGFA;COL1A1;HEYL;COL1A2;COL4A1;COL4A6;ITGA5;ATP6V0D2;TLR3;ATP6V1B1
KEGG_2019_Human	Cholesterol metabolism	8/50	2.230799e-03	1.972862e-02	0	0	3.860697e+00	2.357108e+01	SCARB1;CETP;APOH;APOC1;ANGPTL3;APOC3;CD36;ANGPTL4
KEGG_2019_Human	Metabolism of xenobiotics by cytochrome P450	10/74	2.460030e-03	2.052289e-02	0	0	3.170072e+00	1.904447e+01	GSTM3;AKR7A3;CYP2B6;ADH1C;ADH1B;DHDH;UGT2B17;UGT2B28;CYP2E1;ADH6
KEGG_2019_Human	Citrate cycle (TCA cycle)	6/30	2.465648e-03	2.052289e-02	0	0	5.061170e+00	3.039385e+01	PC;OGDHL;SUCLG1;ACO1;PCK1;PCK2
KEGG_2019_Human	Mineral absorption	8/51	2.538209e-03	2.052323e-02	0	0	3.770715e+00	2.253491e+01	SLC6A19;VDR;MT1F;MT1G;MT1H;TRPM6;MT1HL1;MT1E
KEGG_2019_Human	beta-Alanine metabolism	6/31	2.936907e-03	2.308735e-02	0	0	4.858468e+00	2.832680e+01	ALDH6A1;ECHS1;ALDH1B1;DPYS;ABAT;CNDP1
KEGG_2019_Human	Tryptophan metabolism	7/42	3.278449e-03	2.464107e-02	0	0	4.050905e+00	2.317274e+01	DDC;ECHS1;ALDH1B1;AOX1;HADH;ALDH8A1;IDO1
KEGG_2019_Human	Antigen processing and presentation	10/77	3.308694e-03	2.464107e-02	0	0	3.027650e+00	1.729152e+01	HLA-DRB4;CD8A;KLRC3;HLA-DPB1;TAP1;HLA-F;HLA-G;CTSS;HLA-DQA1;HLA-DQB1
